id_ticket,fecha,canal,plan_cliente,antiguedad_meses,asunto,mensaje,categoria,prioridad,sentimiento,minutos_primera_respuesta,resuelto
TCK-0357,2026-02-17T20:57,chat,free,41,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_521149140.",bug_producto,baja,negativo,430,True
TCK-0358,2026-03-16T03:42,chat,free,59,La app móvil se cierra al abrir un proyecto,"La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Quedo atento, un saludo.",bug_producto,media,neutro,146,True
TCK-0359,2026-07-05T15:23,chat,pro,9,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta?,solicitud_funcionalidad,baja,neutro,2299,True
TCK-0360,2026-02-16T01:34,chat,free,7,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Gracias de antemano.,bug_producto,media,neutro,328,True
TCK-0361,2026-07-07T11:56,email,free,48,Cobro duplicado en la factura de abril,"Buenas, revisando el extracto veo dos cargos de 249 € el mismo día de abril. Solo tengo una suscripción free. ¿Podéis devolver el duplicado? Gracias de antemano.",facturacion,baja,neutro,1779,True
TCK-0362,2026-01-09T11:53,email,free,4,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_201172050.",bug_producto,baja,neutro,1639,True
TCK-0363,2026-01-28T00:11,telefono,free,1,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_590963175. Sin prisa.",bug_producto,media,neutro,348,True
TCK-0364,2026-04-20T21:52,email,pro,51,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta javier@acme.example? Sin prisa.,acceso_cuenta,media,positivo,406,False
TCK-0365,2026-03-02T07:14,formulario,pro,29,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de marzo con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir.,facturacion,media,neutro,230,True
TCK-0366,2026-04-22T05:02,chat,pro,11,Los informes grandes no terminan nunca,"Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano. Quedo atento, un saludo.",rendimiento,critica,negativo,13,True
TCK-0367,2026-05-17T21:56,email,pro,37,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 40 veces esta semana.",bug_producto,alta,negativo,72,False
TCK-0368,2026-02-27T09:13,email,free,35,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,alta,negativo,40,True
TCK-0369,2026-05-17T01:53,email,pro,59,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a sofia@acme.example. Quedo atento, un saludo.",datos_privacidad,media,negativo,441,True
TCK-0370,2026-07-31T07:49,formulario,free,58,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de marzo. Antes funcionaba correctamente. Gracias de antemano.,bug_producto,alta,negativo,28,True
TCK-0371,2026-07-12T18:09,chat,enterprise,24,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte?,facturacion,alta,negativo,88,True
TCK-0372,2026-05-05T05:20,email,pro,23,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de noviembre. Antes funcionaba correctamente. Sin prisa.,bug_producto,media,neutro,160,True
TCK-0373,2026-04-15T17:50,chat,free,49,Cobro duplicado en la factura de marzo,"Buenas, revisando el extracto veo dos cargos de 249 € el mismo día de marzo. Solo tengo una suscripción free. ¿Podéis devolver el duplicado? Sin prisa.",facturacion,baja,negativo,1146,True
TCK-0374,2026-04-09T10:20,email,business,48,La exportación a CSV sale vacía,"La exportación a CSV descarga un fichero de 0 bytes desde la actualización de abril. Antes funcionaba correctamente. Es urgente, por favor. Llevamos todo el día parados.",bug_producto,critica,negativo,8,True
TCK-0375,2026-07-11T02:21,email,business,55,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,critica,neutro,5,True
TCK-0376,2026-07-15T01:03,telefono,business,42,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,integraciones,critica,negativo,6,True
TCK-0377,2026-01-18T05:08,formulario,free,34,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 40 veces esta semana.",bug_producto,media,neutro,199,True
TCK-0378,2026-06-28T10:42,email,pro,45,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de octubre con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Esto nos está bloqueando la operación y tenemos un cierre mañana.,facturacion,media,negativo,335,True
TCK-0379,2026-05-19T08:43,chat,free,38,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Esto nos está bloqueando la operación y tenemos un cierre mañana.,bug_producto,alta,neutro,27,True
TCK-0380,2026-02-28T13:16,chat,pro,2,La plataforma va extremadamente lenta,Desde hace 48 horas cualquier consulta tarda más de un minuto. Antes eran segundos. Somos 40 personas trabajando y está parado todo el equipo.,rendimiento,media,negativo,322,True
TCK-0381,2026-02-20T23:59,formulario,free,44,Necesitamos firmar un DPA,"Necesitamos firmar un acuerdo de tratamiento de datos antes de renovar el contrato del plan free. ¿A quién se lo pedimos? Quedo atento, un saludo.",datos_privacidad,media,neutro,116,True
TCK-0382,2026-07-24T00:19,formulario,business,50,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Sin prisa.,solicitud_funcionalidad,media,neutro,115,True
TCK-0383,2026-02-16T00:51,email,pro,35,Duda sobre la documentación,En la documentación no queda claro cómo se cuentan los usuarios activos. ¿Me lo podéis aclarar?,otros,media,neutro,112,True
TCK-0384,2026-03-04T07:38,email,business,39,¿Podéis añadir exportación a PDF?,"No es urgente, pero nos ahorraría mucho tiempo poder exportar los informes directamente a PDF sin pasar por el navegador. Sin prisa.",solicitud_funcionalidad,baja,neutro,2725,True
TCK-0385,2026-05-15T22:09,email,business,58,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle. Gracias de antemano.,integraciones,critica,neutro,24,True
TCK-0386,2026-07-27T07:27,email,free,24,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Gracias de antemano.,bug_producto,media,negativo,390,True
TCK-0387,2026-01-11T02:39,email,business,29,¿Tenéis descuento para ONG?,"Somos una entidad sin ánimo de lucro, ¿tenéis algún tipo de descuento sobre el plan business? Quedo atento, un saludo.",otros,baja,positivo,538,True
TCK-0388,2026-03-15T11:22,chat,free,22,Rate limit inesperado en la API,"Estamos recibiendo 429 con muy pocas peticiones por minuto, muy por debajo del límite que anuncia nuestro plan free.",integraciones,baja,positivo,1348,True
TCK-0389,2026-07-25T08:10,chat,business,40,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Sin prisa.,solicitud_funcionalidad,baja,positivo,494,True
TCK-0390,2026-07-19T15:44,email,free,48,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 25 veces esta semana.",bug_producto,media,neutro,262,True
TCK-0391,2026-08-01T01:51,chat,business,1,Cobro duplicado en la factura de septiembre,"Buenas, revisando el extracto veo dos cargos de 99 € el mismo día de septiembre. Solo tengo una suscripción business. ¿Podéis devolver el duplicado?",facturacion,alta,neutro,63,True
TCK-0392,2026-04-07T00:07,chat,pro,32,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos.,solicitud_funcionalidad,baja,positivo,1890,True
TCK-0393,2026-01-31T12:22,email,free,46,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana.,rendimiento,media,neutro,120,True
TCK-0394,2026-03-12T13:05,email,pro,13,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta luis@orbita.example? Sin prisa.,acceso_cuenta,media,neutro,406,True
TCK-0395,2026-01-12T06:59,email,pro,54,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,acceso_cuenta,critica,negativo,14,True
TCK-0396,2026-06-20T21:33,telefono,business,6,El webhook deja de disparar eventos,Nuestro webhook a orbita.example dejó de recibir eventos hace 48 horas. No hemos cambiado nada del lado nuestro.,integraciones,critica,negativo,24,True
TCK-0397,2026-04-30T14:19,formulario,free,30,¿Dónde se almacenan nuestros datos?,Nuestro departamento legal pregunta en qué región se almacenan los datos y si en algún momento salen del Espacio Económico Europeo.,datos_privacidad,media,negativo,474,True
TCK-0398,2026-04-10T10:29,email,enterprise,39,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad. Sin prisa.,acceso_cuenta,critica,negativo,16,False
TCK-0399,2026-07-23T13:01,chat,pro,40,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,baja,negativo,2557,False
TCK-0400,2026-03-10T08:50,email,business,26,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta?,solicitud_funcionalidad,baja,positivo,1765,True
